buh_empresa	buh_archivo	buh_fecha	buh_bodega	buh_codigo	buh_codigo_funcional	buh_codigo_vinculado	buh_codigo_generico	buh_estatus	buh_clasificacion	buh_responsable	buh_ctv	buh_pv	buh_precio_promocion	buh_promocion_desde	buh_promocion_hasta	buh_proveedor	buh_perfil	buh_horizonte	buh_tiempo_suministro	buh_frecuencia_reposicion	buh_gdb	buh_cam	buh_etapa	buh_nuevo_buffer_sugerido	buh_comportamiento	buh_consumo	buh_buffer_calculado	buh_cobertura_buffer	buh_cobertura_inventario_proyectado	buh_cobertura_pedido_minimo	buh_dias_desabastecimiento	buh_ventas_perdidas	buh_observaciones	buh_nuevo_buffer_real	buh_posponer_alerta_buf	buh_posponer_alerta_red	buh_posponer_alerta_gdb	buh_buffer_minimo	buh_buffer_maximo	buh_pedido_minimo	buh_redondeo_pedido_minimo	buh_pedido_minimo_grupo	buh_unidad_empaque	buh_redondeo_unidad_empaque	buh_porcentaje_atencion	buh_impacto_faltante	buh_buffer_actual	buh_zona_amarilla	buh_zona_roja	buh_color_inventario_fisico	buh_color_inventario_proyectado 	buh_ultimo_buffer	buh_buffer_anterior_estacion	buh_buffer_estacional	buh_inventario_proveedor	buh_inventario_fisico	buh_estado_inventario_fisico	buh_transito	buh_negociacion	buh_produccion	buh_embarcado	buh_comprometido	buh_backorder	buh_inventario_proyectado	buh_estado_inventario_proyectado	buh_ingresos	buh_egresos	buh_pedido_calculado_auxiliar	buh_pedido_calculado	buh_pedido_promedio	buh_pedido_real	buh_calendario_estacional	buh_accion_estacional	buh_etapa_estacional	buh_tdd	buh_idd	buh_roi_pasado	buh_roi_proyectado	buh_velocity	buh_nivel_servicio	buh_ultimo_cambio	buh_nuevo_inicio_horizonte	buh_inicio_horizonte	buh_fin_horizonte	buh_ultima_transferencia_ini	buh_ultima_transferencia_fin	buh_variabilidad	buh_rojo_acumulado	buh_negro	buh_rojo	buh_amarillo	buh_verde	buh_lila	emp_nombre	bod_nombre	ach_nombre	pro_nombre	pre_nombre	pro_descripcion	pro_grupo	pro_linea	pro_sublinea	pro_modelo	pro_familia	pro_subfamilia 	pro_categoria	pro_tipo	pro_marca	pro_cat_management	buh_estado_reposiciones	buh_fecha_nuevo_pedido	buh_fecha_esperada_arribo
1	2	2018-04-18	Bodega Central Agrota	110222153234369	\N	EC-P021008630	0	0	0	0	11.82	34.14	0.00	\N	\N	1	1	10.00	8.00	2.00	1	-	LIBRE-19	28.00	BUF	0.38	6.00	23.68	36.18	0.66	0	0.00	\N	\N	\N	\N	2017-04-24	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	36.00	24.00	12.00	V	L	27.00	\N	\N	1000000000.00	25.00	0.31	30.00	0.00	0.00	0.00	0.00	0.00	55.00	-0.53	\N	\N	\N	0.00	7.00	\N	\N	\N	\N	0.00	0.00	0.00	9.06	\N	0.00	2018-01-19	\N	2018-02-07	2018-04-18	2018-03-21	2018-03-20	0.19	0.00	0.00	0.00	0.45	0.48	0.00	AGROTA	Bodega Central Agrota	Repuestos ECHO.xlsm	Echo	USA ECHO	SILENCIADOR DM6110	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		ECHO		MAC	2018-04-04	2018-05-16
1	2	2018-04-18	Bodega Central Agrota	110222153549384	\N	EC-14551006211	0	0	0	0	0.82	1.92	0.00	\N	\N	1	1	10.00	8.00	2.00	1	-	LIBRE-19	28.00	BUF	0.42	7.00	21.43	21.43	0.60	0	0.00	\N	\N	\N	\N	2017-04-24	4.00	\N	1.00	Default	\N	2.00	=	1.00	\N	36.00	24.00	12.00	V	V	27.00	\N	\N	1000000000.00	34.00	0.06	2.00	0.00	0.00	0.00	0.00	0.00	36.00	0.00	\N	\N	\N	0.00	7.00	\N	\N	\N	\N	0.00	0.00	0.00	6.44	\N	0.00	2018-01-19	\N	2018-02-07	2018-04-18	2018-03-21	2018-03-09	0.33	0.00	0.00	0.00	0.45	0.48	0.00	AGROTA	Bodega Central Agrota	Repuestos ECHO.xlsm	Echo	USA ECHO	EMPAQUE SILENCIADOR B DM6110 6120 MB580	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		ECHO		MAC	2018-04-04	2018-05-16
1	2	2018-04-18	Bodega Central Agrota	110223164851244	\N	EC-35810001112	0	0	0	0	3.36	9.17	0.00	\N	\N	1	1	10.00	8.00	2.00	1	-	SUSP-9	\N	\N	0.54	9.00	6.02	5.56	0.46	0	0.00	\N	\N	\N	\N	2017-04-24	3.00	\N	1.00	Default	\N	5.00	=	1.00	\N	13.00	9.00	4.00	A	V	19.00	\N	\N	1000000000.00	7.00	0.46	5.00	0.00	0.00	0.00	0.00	0.00	12.00	0.08	\N	\N	\N	0.00	3.00	\N	\N	\N	\N	0.00	0.00	0.00	8.30	\N	0.00	2018-02-16	\N	2018-02-16	2018-04-27	2018-03-21	2018-03-20	0.06	0.00	0.00	0.00	0.83	0.00	0.00	AGROTA	Bodega Central Agrota	Repuestos ECHO.xlsm	Echo	USA ECHO	LLAVE DE PASO DM6110 6120	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		ECHO		MAC	2018-04-04	2018-05-16
1	2	2018-04-18	Bodega Central Agrota	110223165532507	\N	EC-35791100111	0	0	0	0	0.50	1.78	0.00	\N	\N	1	1	10.00	8.00	2.00	1	-	LIBRE-797	\N	\N	0.04	1.00	18.75	12.50	6.25	0	0.00	\N	\N	\N	\N	2017-04-24	3.00	\N	1.00	Default	\N	1.00	=	1.00	\N	3.00	2.00	1.00	A	A	4.00	\N	\N	1000000000.00	2.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.33	\N	\N	\N	1.00	1.00	\N	\N	\N	\N	0.00	0.00	0.00	12.29	\N	0.00	2015-12-03	\N	2018-02-07	2018-04-18	1899-12-30	1899-12-30	0.16	0.00	0.00	0.00	0.26	0.68	0.00	AGROTA	Bodega Central Agrota	Repuestos ECHO.xlsm	Echo	USA ECHO	SUJETADOR DE CAUCHO TUBO DM6110	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		ECHO		MAC	\N	\N
1	1	2018-04-18	Bodega Central Agrota	110224125547567	\N	EC-12411511120	0	0	0	0	0.47	1.37	0.00	\N	\N	1	1	10.00	8.00	2.00	1	\N	LIBRE-1043	\N	\N	0.25	4.00	12.00	20.00	1.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	2.00	=	1.00	\N	12.00	8.00	4.00	L	L	12.00	\N	\N	1000000000.00	20.00	-0.67	0.00	0.00	0.00	0.00	0.00	0.00	20.00	-0.67	\N	\N	\N	0.00	2.00	\N	\N	\N	\N	0.00	3.76	0.00	9.19	\N	0.00	2015-04-01	\N	2018-02-07	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.00	0.95	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA ECHO	ARANDELA RODELA CARBURADOR B45-B530-B45L (20020-81150)	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		SHINDAIWA		MAC	\N	\N
1	2	2018-04-18	Bodega Central Agrota	110225141410070	\N	EC-A411000130	0	0	0	0	14.20	32.34	0.00	\N	\N	1	1	10.00	8.00	2.00	1	\N	SUSP-22	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2017-10-11	2.00	\N	1.00	Default	\N	1.00	=	1.00	\N	1.00	1.00	0.50	L	L	4.00	\N	\N	1000000000.00	4.00	-3.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	-3.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	42.60	0.00	6.13	\N	0.00	2018-03-01	\N	2018-03-01	2018-05-10	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.00	0.67	AGROTA	Bodega Central Agrota	Repuestos ECHO.xlsm	Echo	USA ECHO	BOBINA HC 150  EDR210	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		ECHO		MAC	\N	\N
1	1	2018-04-18	Bodega Central Agrota	110225141644947	\N	EC-A021002010	0	0	0	0	29.23	71.73	0.00	\N	\N	1	1	10.00	8.00	2.00	1	-	LIBRE-314	\N	\N	0.04	1.00	12.50	12.50	6.25	0	0.00	\N	\N	\N	\N	2017-02-09	2.00	\N	1.00	Default	\N	1.00	=	1.00	\N	2.00	2.00	1.00	A	A	3.00	\N	\N	1000000000.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	6.98	\N	0.00	2017-03-30	\N	2018-02-07	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.95	0.00	0.00	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA ECHO	CARBURADOR EB 500	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		SHINDAIWA		MAC	\N	\N
1	2	2018-04-18	Bodega Central Agrota	110225141920947	\N	EC-70602040771	0	0	0	0	5.90	15.69	0.00	\N	\N	1	1	10.00	8.00	2.00	1	-	LIBRE-191	59.00	\N	1.75	27.00	12.14	15.29	0.14	0	0.00	\N	\N	\N	\N	2017-04-24	\N	\N	1.00	Default	\N	5.00	=	1.00	\N	85.00	57.00	28.00	V	L	96.00	\N	\N	1000000000.00	62.00	0.27	45.00	0.00	0.00	0.00	0.00	0.00	107.00	-0.26	\N	\N	\N	0.00	17.00	\N	\N	\N	\N	0.00	0.00	0.00	7.96	\N	0.00	2017-07-31	\N	2018-02-07	2018-04-18	2018-03-21	2018-03-05	0.08	0.00	0.00	0.00	0.00	0.94	0.00	AGROTA	Bodega Central Agrota	Repuestos ECHO.xlsm	Echo	USA ECHO	JUEGO DE EMPAQUES BOMBA SHP800	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		ECHO		MAC	2018-04-04	2018-05-16
1	2	2018-04-18	Bodega Central Agrota	110225142109663	\N	EC-70602038720	0	0	0	0	0.92	2.73	0.00	\N	\N	1	1	10.00	8.00	2.00	1	-	LIBRE-470	16.00	\N	0.67	11.00	7.46	7.46	0.37	0	0.00	\N	\N	\N	\N	2017-04-24	3.00	\N	1.00	Default	\N	5.00	=	1.00	\N	20.00	13.00	7.00	A	V	28.00	\N	\N	1000000000.00	13.00	0.35	7.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	\N	\N	\N	0.00	4.00	2.00	\N	\N	\N	0.00	0.00	0.00	9.44	\N	0.00	2016-10-25	\N	2018-02-07	2018-04-18	2018-03-21	2018-03-20	0.14	0.00	0.00	0.00	0.71	0.23	0.00	AGROTA	Bodega Central Agrota	Repuestos ECHO.xlsm	Echo	USA ECHO	EMPAQUE BOMBA SHP 800	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		ECHO		MAC	2018-04-04	2018-05-16
1	2	2018-04-18	Bodega Central Agrota	110225143919541	\N	EC-70602009970	0	0	0	0	0.79	2.28	0.00	\N	\N	1	1	10.00	8.00	2.00	1	\N	LIBRE-1043	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2017-04-24	0.00	\N	1.00	Default	\N	1.00	=	1.00	\N	1.00	1.00	0.50	L	L	1.00	\N	\N	1000000000.00	3.00	-2.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	-2.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	1.58	0.00	9.05	\N	0.00	2015-04-01	\N	2018-02-07	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.00	0.94	AGROTA	Bodega Central Agrota	Repuestos ECHO.xlsm	Echo	USA ECHO	CA TAPON BOMBA SHP800	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		ECHO		MAC	\N	\N
1	2	2018-04-18	Bodega Central Agrota	110225151852161	\N	EC-70615001951	0	0	0	0	2.00	5.12	0.00	\N	\N	1	1	10.00	8.00	2.00	1	\N	LIBRE-75	\N	BUF	0.08	2.00	46.88	59.38	3.13	0	0.00	\N	\N	\N	\N	\N	2.00	\N	1.00	Default	\N	2.00	=	1.00	\N	15.00	10.00	5.00	L	L	11.00	\N	\N	1000000000.00	19.00	-0.27	0.00	0.00	0.00	0.00	0.00	0.00	19.00	-0.27	\N	\N	\N	0.00	3.00	\N	\N	\N	\N	0.00	8.00	0.00	7.49	\N	0.00	2017-11-24	\N	2018-02-07	2018-04-18	2018-02-02	2018-03-09	0.12	0.00	0.00	0.00	0.00	0.45	0.48	AGROTA	Bodega Central Agrota	Repuestos ECHO.xlsm	Echo	USA ECHO	VISOR ACEITE SHP800	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		ECHO		MAC	2018-02-16	2018-03-30
1	1	2018-04-18	Bodega Central Agrota	110311102339030	\N	EC-C320000370	0	0	0	0	9.94	34.62	0.00	\N	\N	1	1	10.00	8.00	2.00	1	\N	LIBRE-1043	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	0.00	\N	\N	1000000000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2015-04-01	\N	2018-02-07	2018-04-18	1899-12-30	1899-12-30	1.00	0.00	0.95	0.00	0.00	0.00	0.00	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA ECHO	CA MANDO DEL FRENO MOTOSIERRA 757 (22169-54650)	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		SHINDAIWA		\N	\N	\N
1	1	2018-04-18	Bodega Central Agrota	110323112839023	\N	EC-569023	0	0	0	0	6.41	14.01	0.00	\N	\N	1	1	10.00	8.00	2.00	1	\N	LIBRE-558	\N	\N	0.04	1.00	0.00	50.00	6.25	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	4.00	\N	\N	1000000000.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2016-07-29	\N	2018-02-07	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.00	0.95	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA ECHO	VALVULA DE LA CAMARA DE PRESION SP40BPS	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		SHINDAIWA		\N	\N	\N
1	1	2018-04-18	Bodega Central Agrota	110323113300436	\N	EC-569028	0	0	0	0	15.08	30.08	0.00	\N	\N	1	1	10.00	8.00	2.00	1	\N	LIBRE-1043	\N	\N	0.08	2.00	6.25	9.38	3.13	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	2.00	2.00	1.00	L	L	2.00	\N	\N	1000000000.00	3.00	-0.50	0.00	0.00	0.00	0.00	0.00	0.00	3.00	-0.50	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	15.08	0.00	4.77	\N	0.00	2015-04-01	\N	2018-02-07	2018-04-18	1899-12-30	1899-12-30	0.13	0.00	0.00	0.00	0.00	0.00	0.95	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA ECHO	CAMARA DE PRESION SP53BPE	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		SHINDAIWA		MAC	\N	\N
1	1	2018-04-18	Bodega Central Agrota	110323113919204	\N	EC-569024	0	0	0	0	8.84	13.29	0.00	\N	\N	1	1	10.00	8.00	2.00	1	\N	LIBRE-314	\N	\N	0.04	1.00	12.50	31.25	6.25	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	2.00	=	1.00	\N	2.00	2.00	1.00	L	L	0.00	\N	\N	1000000000.00	5.00	-1.50	0.00	0.00	0.00	0.00	0.00	0.00	5.00	-1.50	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	26.52	0.00	2.42	\N	0.00	2017-03-30	\N	2018-02-07	2018-04-18	1899-12-30	1899-12-30	0.03	0.00	0.00	0.00	0.00	0.00	0.95	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA ECHO	CILINDRO SP53BPE	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		SHINDAIWA		MAC	\N	\N
1	1	2018-04-18	Bodega Central Agrota	110323115103681	\N	EC-569020	0	0	0	0	3.15	4.74	0.00	\N	\N	1	1	10.00	8.00	2.00	1	\N	LIBRE-1043	\N	BUF	0.04	1.00	31.25	75.00	6.25	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	5.00	3.00	2.00	L	L	5.00	\N	\N	1000000000.00	12.00	-1.40	0.00	0.00	0.00	0.00	0.00	0.00	12.00	-1.40	\N	\N	\N	0.00	1.00	\N	\N	\N	\N	0.00	22.05	0.00	2.42	\N	0.00	2015-04-01	\N	2018-02-07	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.00	0.95	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA ECHO	EMPAQUE KIT (ANILLOS) SP40BPS	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		SHINDAIWA		MAC	\N	\N
1	1	2018-04-18	Bodega Central Agrota	110323115857252	\N	EC-99944100477	0	0	0	0	3.21	4.87	0.00	\N	\N	1	1	10.00	8.00	2.00	1	\N	LIBRE-1043	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	5.00	3.00	2.00	L	L	5.00	\N	\N	1000000000.00	11.00	-1.20	0.00	0.00	0.00	0.00	0.00	0.00	11.00	-1.20	\N	\N	\N	0.00	1.00	\N	\N	\N	\N	0.00	19.26	0.00	2.48	\N	0.00	2015-04-01	\N	2018-02-07	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.00	0.95	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA ECHO	KIT REPARACION GATILLO (569005) SP53BPS 	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		ECHO		MAC	\N	\N
1	1	2018-04-18	Bodega Central Agrota	110323120338996	\N	EC-569006	0	0	0	0	6.44	10.00	0.00	\N	\N	1	1	10.00	8.00	2.00	1	-	SUSP-35	\N	\N	1.96	30.00	4.46	2.93	0.13	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	5.00	=	1.00	\N	35.00	23.00	12.00	A	A	39.00	\N	\N	1000000000.00	16.00	0.54	7.00	0.00	0.00	0.00	0.00	0.00	23.00	0.34	\N	\N	\N	10.00	7.00	\N	\N	\N	\N	0.00	0.00	0.00	2.65	\N	0.00	2018-03-14	\N	2018-03-14	2018-05-23	2018-03-21	2018-03-20	0.26	0.00	0.00	0.00	0.25	0.23	0.00	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA ECHO	GATILLO VALVULA DE CIERRE SP53BPE	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		SHINDAIWA		MAC MFR-14	2018-04-04	2018-05-16
1	1	2018-04-18	Bodega Central Agrota	110323123958901	\N	EC-99944100483	0	0	0	0	4.09	9.16	0.00	\N	\N	1	1	10.00	8.00	2.00	1	\N	LIBRE-464	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	0.00	0.00	0.00	G	G	5.00	\N	\N	1000000000.00	16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.00	0.00	\N	\N	\N	0.00	0.00	\N	\N	\N	\N	0.00	0.00	0.00	0.00	\N	0.00	2016-10-31	\N	2018-02-07	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.00	0.95	AGROTA	Bodega Central Agrota	Repuestos Shindaiwa.xlsm	Echo	USA ECHO	BOQUILLA POLIETILENO (569011) SP40BPS	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		SHINDAIWA		\N	\N	\N
1	2	2018-04-18	Bodega Central Agrota	110323152159746	\N	EC-99944100482	0	0	0	0	3.36	7.10	0.00	\N	\N	1	1	10.00	8.00	2.00	1	\N	LIBRE-1043	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2017-04-24	\N	\N	1.00	Default	\N	5.00	=	1.00	\N	20.00	13.00	7.00	L	L	20.00	\N	\N	1000000000.00	31.00	-0.55	0.00	0.00	0.00	0.00	0.00	0.00	31.00	-0.55	\N	\N	\N	0.00	4.00	\N	\N	\N	\N	0.00	36.96	0.00	5.34	\N	0.00	2015-04-01	\N	2018-02-07	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.00	0.94	AGROTA	Bodega Central Agrota	Repuestos ECHO.xlsm	Echo	USA ECHO	BOQUILLA LATON SP40BPS SP53BPS	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		SHINDAIWA		MAC	\N	\N
1	6	2018-04-18	Bodega Central Agrota	110323153603173	\N	EC-28D8TW3892	0	0	0	0	47.74	80.82	0.00	\N	\N	1	1	10.00	8.00	2.00	1	-	SUSP-20	\N	\N	1.63	25.00	6.13	3.83	0.15	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	40.00	27.00	13.00	A	A	30.00	\N	\N	1000000000.00	25.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.38	\N	\N	\N	15.00	8.00	\N	\N	\N	\N	0.00	0.00	0.00	3.33	\N	1.00	2018-02-27	\N	2018-02-27	2018-05-08	2018-03-09	2018-03-20	0.38	0.00	0.00	0.16	0.02	0.56	0.00	AGROTA	Bodega Central Agrota	Accesorios.xlsm	Echo	USA ECHO	BARRA 70CM 28" 3/8 0.058  CS680S	ACCESORIOS EQUIPOS 2T	AGROFORESTAL					ACCESORIOS		ECHO		MFR-26	2018-03-23	2018-05-04
1	6	2018-04-18	Bodega Central Agrota	110323155108023	\N	EC-24D8TW3884	0	0	0	0	40.47	78.17	0.00	\N	\N	1	1	10.00	8.00	2.00	1	-	SUSP-20	\N	\N	0.79	12.00	8.54	7.28	0.32	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	27.00	18.00	9.00	A	V	20.00	\N	\N	1000000000.00	11.00	0.59	12.00	0.00	0.00	0.00	0.00	0.00	23.00	0.15	\N	\N	\N	4.00	5.00	\N	\N	\N	\N	0.00	0.00	0.00	4.47	\N	12.00	2018-02-27	\N	2018-02-27	2018-05-08	2018-03-21	2018-03-20	0.54	0.00	0.16	0.00	0.57	0.00	0.00	AGROTA	Bodega Central Agrota	Accesorios.xlsm	Echo	USA ECHO	BARRA 60CM 3/8"/0.58" CS600	ACCESORIOS EQUIPOS 2T	AGROFORESTAL					ACCESORIOS		ECHO		SAC MFR-14	2018-04-04	2018-05-16
1	6	2018-04-18	Bodega Central Agrota	110323160145303	\N	EC-10505	0	0	0	0	20.35	48.56	0.00	\N	\N	1	1	10.00	8.00	2.00	1	-	LIBRE-379	12.00	\N	0.67	11.00	5.97	7.09	0.37	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	12.00	=	1.00	\N	16.00	11.00	5.00	A	L	25.00	\N	\N	1000000000.00	7.00	0.56	12.00	0.00	0.00	0.00	0.00	0.00	19.00	-0.19	\N	\N	\N	0.00	3.00	\N	\N	\N	\N	0.00	0.00	0.00	6.65	\N	0.00	2017-01-24	\N	2018-02-07	2018-04-18	2018-03-21	2018-03-20	0.29	0.00	0.00	0.00	0.67	0.29	0.00	AGROTA	Bodega Central Agrota	Accesorios.xlsm	Echo	USA ECHO	ROLLO NYLON SHINDAIWA 5LB 0.105" (7124)	ACCESORIOS EQUIPOS 2T	AGROFORESTAL					ACCESORIOS		SHINDAIWA		MAC	2018-04-04	2018-05-16
1	6	2018-04-18	Bodega Central Agrota	110323172115418	\N	EC-10503	0	0	0	0	12.78	31.56	0.00	\N	\N	1	1	10.00	8.00	2.00	1	-	SUSP-29	\N	\N	5.33	80.00	4.22	4.41	0.05	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	12.00	=	1.00	\N	90.00	60.00	30.00	A	L	74.00	\N	\N	1000000000.00	34.00	0.62	60.00	0.00	0.00	0.00	0.00	0.00	94.00	-0.04	\N	\N	\N	0.00	18.00	12.00	\N	\N	\N	0.00	0.00	0.00	7.05	\N	0.00	2018-03-08	\N	2018-03-08	2018-05-17	2018-03-21	2018-03-20	0.04	0.00	0.00	0.00	0.61	0.00	0.00	AGROTA	Bodega Central Agrota	Accesorios.xlsm	Echo	USA ECHO	ROLLO NYLON SHINDAIWA 3LB 0.105" (7123)	ACCESORIOS EQUIPOS 2T	AGROFORESTAL					ACCESORIOS		SHINDAIWA		MAC	2018-04-04	2018-05-16
1	6	2018-04-18	Bodega Central Agrota	110324091945213	\N	EC-450093990	0	0	0	0	9.49	19.46	0.00	\N	\N	1	1	10.00	8.00	2.00	1	+-	LIBRE-14	27.00	\N	1.17	18.00	4.27	2.78	0.21	25	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	20.00	13.00	7.00	N	A	15.00	\N	\N	1000000000.00	0.00	1.00	13.00	0.00	0.00	0.00	0.00	0.00	13.00	0.35	\N	\N	\N	7.00	4.00	\N	\N	\N	\N	69.79	0.00	0.00	5.04	\N	1.86	2018-01-24	\N	2018-02-07	2018-04-18	2018-03-21	2018-03-09	2.25	385.00	0.80	0.16	0.00	0.00	0.00	AGROTA	Bodega Central Agrota	Accesorios.xlsm	Echo	USA ECHO	CONECTOR GIRATORIO SHP800 ES726 (4517530)	ACCESORIOS EQUIPOS 2T	AGROFORESTAL					ACCESORIOS		SHINDAIWA		SAC MFR-14	2018-04-04	2018-05-16
1	2	2018-04-18	Bodega Central Agrota	110325163151071	\N	EC-P021002801	0	0	0	0	3.70	11.55	0.00	\N	\N	1	1	10.00	8.00	2.00	1	\N	LIBRE-470	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	2017-04-24	\N	\N	1.00	Default	\N	5.00	=	1.00	\N	10.00	7.00	3.00	L	L	20.00	\N	\N	1000000000.00	31.00	-2.10	0.00	0.00	0.00	0.00	0.00	0.00	31.00	-2.10	\N	\N	\N	0.00	2.00	\N	\N	\N	\N	0.00	77.70	0.00	10.18	\N	0.00	2016-10-25	\N	2018-02-07	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.00	0.94	AGROTA	Bodega Central Agrota	Repuestos ECHO.xlsm	Echo	USA ECHO	AISLADOR ADMISION CS680 (P021002800)	REPUESTOS 2T	AGROFORESTAL					REPUESTOS		ECHO		MAC	\N	\N
